id,gender,age,major,year_study,campus,gpa,internet_hours,smartphone_use,lms_use,ai_experience,pe1,pe2,pe3,pe4,ee1,ee2,ee3,ee4,si1,si2,si3,si4,fc1,fc2,fc3,fc4,dr1,dr2,dr3,dr4,tr1,tr2,tr3,tr4,bi1,bi2,bi3,au1,au2,au3
ST139,Female,21,Hospitality,2,Ha Noi,6.8,3.9,4,3,3,5,5,4,5,3,4,3,4,3,4,3,2,3,4,4,1,3,3,3,3,3,4,5,4,5,5,4,5,5,5
ST140,Female,21,Information Technology,1,Ho Chi Minh,7.18,5.7,3,1,0,5,3,3,4,4,2,2,1,1,2,2,2,4,4,4,5,4,3,4,3,3,3,3,5,4,5,5,4,4,5
ST141,Female,22,Digital Marketing,2,Ha Noi,6.48,8.8,1,5,1,4,5,4,4,2,3,4,3,3,2,3,3,4,4,5,4,2,4,3,3,4,4,4,5,5,5,5,4,5,3
ST142,Female,18,Logistics,2,Can Tho,8.51,6.8,2,4,3,5,4,4,5,3,4,3,4,3,4,3,3,4,3,4,3,4,4,4,3,5,5,3,4,5,5,5,3,5,4
ST143,Male,23,Information Technology,3,Ha Noi,7.6,1.2,3,3,3,4,5,5,5,5,5,2,3,4,4,2,3,2,3,2,3,3,4,4,5,3,3,5,3,4,5,3,4,4,4
ST144,Female,22,Graphic Design,1,Da Nang,6.9,5.9,4,3,1,2,3,4,4,4,2,5,3,2,4,3,4,1,3,2,1,3,4,4,3,5,4,4,3,5,5,5,5,5,5
ST145,Female,21,Business Administration,3,Ho Chi Minh,5.75,4.9,4,1,5,3,3,3,5,3,2,4,3,4,3,4,3,4,4,3,4,3,3,3,2,4,3,3,4,4,5,5,5,5,5
ST146,Female,18,Logistics,1,Da Nang,8.38,5.8,2,4,4,4,4,5,4,3,3,2,4,2,4,4,3,4,4,4,5,4,2,3,3,5,4,5,5,4,5,4,4,5,5
ST147,Female,24,Logistics,1,Ha Noi,7.91,5.3,3,4,1,5,5,4,3,2,2,3,4,4,4,4,2,3,4,3,3,2,5,4,5,4,5,4,5,5,5,5,4,4,5
ST148,Female,19,Business Administration,1,Can Tho,6.53,6.2,4,4,1,4,4,3,2,5,4,4,4,3,2,3,4,4,3,2,3,4,4,5,3,4,4,3,5,5,5,5,4,5,5
ST149,Female,24,Digital Marketing,2,Can Tho,7.36,4.5,3,3,2,5,4,4,3,3,2,3,2,5,3,2,4,3,4,3,3,5,5,4,4,4,5,5,5,5,4,5,2,2,4
ST150,Female,19,Information Technology,2,Ha Noi,5.92,7.2,3,4,4,4,5,5,5,4,4,3,3,4,3,2,2,3,3,3,3,5,5,5,3,5,4,2,2,4,5,4,5,5,5
ST151,Female,20,Digital Marketing,1,Can Tho,7.58,7.4,5,5,1,5,4,5,5,3,5,3,3,3,3,3,2,4,4,4,4,5,5,3,3,4,5,5,5,5,4,5,5,3,4
ST152,Male,24,Digital Marketing,1,Ho Chi Minh,6.81,7.3,4,4,2,3,5,4,4,3,3,3,3,3,1,2,3,2,2,3,3,3,5,5,4,3,4,5,3,5,5,5,3,5,2
ST153,Female,19,Hospitality,3,Da Nang,6.07,6.1,5,3,2,5,4,4,5,3,1,4,2,2,3,2,3,5,3,4,3,4,3,5,4,5,5,4,4,4,4,4,3,5,2
ST154,Female,23,Logistics,1,Da Nang,7.63,7,3,3,4,3,2,4,3,4,4,4,4,3,2,3,3,3,4,2,3,5,5,5,4,5,4,5,3,5,4,5,4,4,4
ST155,Female,18,Graphic Design,3,Da Nang,8.41,2.5,5,1,1,3,4,3,4,5,4,4,4,3,3,4,2,4,4,3,4,3,3,2,3,3,3,3,3,5,5,5,2,3,4
ST156,Male,23,Business Administration,1,Ha Noi,7.18,6.8,3,5,4,3,4,3,5,3,3,4,3,5,3,4,5,3,3,4,3,5,4,5,5,5,4,4,3,5,4,5,4,3,4
ST157,Male,21,Hospitality,3,Da Nang,8.64,6.9,2,4,3,5,5,4,5,5,5,3,3,3,1,2,2,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,5,4,5
ST158,Female,19,Information Technology,2,Ho Chi Minh,7.69,5.2,1,3,1,5,4,4,5,4,4,2,4,1,2,1,1,2,2,2,3,4,4,4,2,5,3,3,4,5,5,5,4,5,4
ST159,Female,21,Information Technology,2,Ho Chi Minh,7.38,3.4,2,5,1,4,4,5,5,2,3,3,3,3,4,3,5,4,3,4,5,5,4,4,5,3,5,4,4,4,5,5,4,3,5
ST160,Male,18,Graphic Design,3,Can Tho,6.9,3.8,5,4,5,3,3,4,4,5,4,3,3,4,3,5,4,4,3,4,4,5,5,4,4,4,2,5,3,5,5,5,3,3,4
ST161,Male,18,Business Administration,2,Da Nang,7.84,7.3,4,3,4,4,4,4,4,4,4,5,5,3,4,3,4,2,3,3,4,5,3,5,3,3,5,4,4,5,5,4,2,5,3
ST162,Female,19,Graphic Design,2,Ho Chi Minh,7.99,6.1,5,4,1,5,5,5,5,4,4,4,5,3,3,3,3,3,4,5,5,4,4,4,4,3,4,3,3,5,4,5,3,5,4
ST163,Female,18,Graphic Design,2,Ha Noi,7.06,5.7,1,4,4,3,3,2,3,5,4,5,5,3,4,3,4,3,5,5,5,5,4,4,5,5,4,4,5,5,5,4,4,4,4
ST164,Male,24,Business Administration,2,Ho Chi Minh,5.88,5.3,5,4,3,4,4,5,5,5,3,5,4,3,4,4,2,3,3,4,4,4,3,3,5,4,4,5,4,5,5,3,4,5,4
ST165,Female,18,Hospitality,3,Ho Chi Minh,7.22,5.2,2,3,4,5,5,5,5,4,4,3,3,3,3,5,4,2,2,3,2,3,4,5,3,4,3,4,3,5,4,5,4,4,4
ST166,Male,20,Logistics,3,Can Tho,7.06,4.2,5,4,1,3,3,4,4,2,3,2,3,4,2,2,4,4,3,4,3,5,2,4,3,4,5,4,4,4,5,5,4,4,5
ST167,Female,18,Business Administration,1,Can Tho,6.47,4.4,3,1,3,2,3,1,3,4,4,4,4,2,2,3,3,4,3,4,4,4,3,3,4,4,4,4,5,4,4,5,4,5,5
ST168,Female,21,Graphic Design,3,Ha Noi,8.96,6.5,5,5,3,5,4,5,5,2,4,3,3,1,1,2,2,4,2,4,4,4,4,3,3,3,2,3,4,5,5,5,3,3,4
ST169,Male,24,Information Technology,1,Da Nang,7.28,3.8,2,2,0,4,4,4,4,3,4,4,3,2,3,3,1,2,3,3,2,4,3,2,3,4,5,5,5,4,3,5,5,5,4
ST170,Female,19,Graphic Design,3,Ho Chi Minh,6.8,6.2,3,3,1,5,4,5,5,4,4,3,4,4,1,4,3,4,4,3,4,5,5,4,4,5,4,5,5,4,5,5,4,4,4
ST171,Female,20,Graphic Design,3,Can Tho,6.75,4.9,3,5,1,5,5,5,5,4,3,4,5,3,3,2,2,4,4,5,4,5,4,5,3,5,5,5,5,5,5,5,5,4,5
ST172,Male,23,Digital Marketing,1,Da Nang,7.97,6.4,5,4,3,5,5,4,4,4,5,4,2,3,2,4,3,3,4,3,4,3,4,5,4,5,2,4,3,5,5,5,5,5,3
ST173,Male,23,Digital Marketing,3,Ha Noi,7.16,9,4,5,2,4,5,4,5,4,4,5,4,4,3,3,4,4,4,4,5,4,2,3,5,5,3,4,4,5,5,5,4,4,5
ST174,Female,22,Business Administration,2,Da Nang,7.66,4.8,2,1,5,4,5,5,5,2,3,2,2,2,2,3,4,3,2,2,5,4,4,5,5,5,5,5,5,4,4,4,5,4,5
ST175,Male,19,Hospitality,2,Ho Chi Minh,8.36,7,4,4,5,4,4,4,4,4,3,4,4,4,4,3,2,4,3,4,4,5,4,5,5,5,4,4,5,5,5,5,2,3,3
ST176,Female,20,Graphic Design,3,Ha Noi,7.59,5.9,2,1,1,3,3,4,3,4,2,2,3,5,3,4,4,4,5,4,3,3,4,3,2,4,4,3,3,5,4,3,3,3,5
ST177,Male,19,Information Technology,3,Can Tho,7.49,4.4,3,2,1,4,3,3,5,3,3,5,4,2,2,2,3,3,3,3,5,5,3,2,3,4,5,4,3,4,4,4,4,4,4
ST178,Male,23,Hospitality,3,Can Tho,7.86,6.4,4,1,1,5,5,5,5,3,4,2,3,3,2,2,2,2,3,3,2,3,3,4,3,3,4,4,4,5,3,5,5,4,4
ST179,Female,22,Business Administration,3,Ha Noi,7.57,4.6,5,4,2,4,5,4,5,3,3,2,2,2,2,2,2,4,3,3,2,5,4,5,5,4,5,4,5,4,4,4,5,3,5
ST180,Female,22,Digital Marketing,2,Can Tho,7.99,7.5,2,1,2,3,4,4,4,2,1,3,2,3,3,2,1,5,4,3,5,3,2,3,3,4,3,4,2,5,5,3,4,4,4
ST181,Male,18,Digital Marketing,2,Ho Chi Minh,6.27,2.5,3,1,1,4,4,4,3,3,4,4,3,2,2,2,2,3,2,3,2,5,4,3,4,4,4,5,3,5,4,5,5,5,4
ST182,Female,23,Digital Marketing,1,Can Tho,8.71,3.3,3,2,0,4,5,5,5,3,3,3,4,3,3,2,4,2,4,4,2,3,3,4,4,5,5,4,5,4,5,4,4,4,3
ST183,Male,24,Logistics,3,Da Nang,6.62,3.5,3,4,1,4,4,4,3,5,5,4,4,3,3,2,3,4,4,3,4,5,5,4,4,5,4,5,5,5,4,4,5,3,5
ST184,Male,20,Digital Marketing,3,Ho Chi Minh,7.83,1.9,5,4,4,5,5,5,5,4,3,4,5,5,4,5,5,3,3,2,2,2,4,4,3,4,4,5,5,5,5,5,4,5,5
ST185,Male,23,Business Administration,3,Ho Chi Minh,7.16,6.5,4,1,4,4,4,4,3,2,3,1,1,3,3,3,1,3,2,1,1,3,4,4,1,3,5,4,3,5,3,5,4,2,4
ST186,Male,19,Information Technology,3,Ha Noi,7.05,5.9,1,4,3,3,4,3,4,3,2,3,3,3,3,3,2,2,3,4,5,3,4,3,4,3,2,3,3,5,3,5,3,5,3
ST187,Female,21,Information Technology,2,Da Nang,6.13,5.9,3,2,1,4,5,3,3,1,1,3,2,3,2,3,4,4,3,4,2,2,2,5,4,3,5,4,4,5,5,5,4,4,3
ST188,Male,18,Hospitality,3,Ho Chi Minh,6.23,5.6,5,2,5,3,3,3,4,3,4,5,4,3,3,3,2,4,3,4,3,3,3,1,3,4,5,5,4,5,5,4,3,4,3
ST189,Female,18,Graphic Design,1,Ho Chi Minh,6.76,2.2,2,1,2,1,3,2,3,3,3,2,4,4,4,3,2,2,2,4,2,2,1,3,1,3,4,5,4,4,4,5,4,4,5
ST190,Female,19,Graphic Design,1,Da Nang,8.14,6.7,4,2,3,4,4,4,2,3,3,2,1,4,3,4,4,3,3,3,3,4,4,3,4,5,4,5,4,5,4,5,4,3,3
ST191,Female,24,Graphic Design,2,Da Nang,7.69,6.6,4,1,2,5,4,4,2,4,2,4,3,4,4,2,3,4,4,5,4,3,3,2,3,3,3,2,3,5,5,2,4,4,5
ST192,Male,20,Hospitality,1,Ha Noi,5.16,4.8,4,4,3,4,4,4,3,5,5,3,3,5,5,5,4,4,3,4,4,5,4,3,4,4,5,3,3,5,4,4,4,5,4
ST193,Female,20,Digital Marketing,3,Ho Chi Minh,8.75,4.1,5,3,1,4,5,5,3,5,3,4,3,4,4,3,3,2,3,2,4,5,5,5,5,5,5,4,5,5,5,5,4,2,3
ST194,Female,19,Graphic Design,1,Ha Noi,6.48,5.2,2,4,2,5,4,4,4,3,5,3,4,3,2,3,4,2,3,1,3,3,3,5,5,3,2,5,3,4,5,3,5,4,5
ST195,Female,21,Hospitality,2,Can Tho,8.49,5.1,5,3,2,5,4,4,4,3,4,4,3,2,3,2,3,4,4,5,4,3,4,3,4,4,3,4,3,5,4,5,5,3,4
ST196,Male,19,Hospitality,3,Ho Chi Minh,7.58,3.4,5,5,1,3,2,3,3,5,3,5,4,3,2,3,3,3,5,4,4,4,3,4,4,5,4,5,4,5,5,5,4,5,4
ST197,Male,24,Digital Marketing,2,Ho Chi Minh,6.96,5.8,3,4,0,3,4,2,3,3,3,4,2,4,1,3,2,4,4,4,4,4,4,3,4,3,4,3,3,4,5,5,4,4,5
ST198,Female,24,Hospitality,2,Ho Chi Minh,7.62,3.9,1,2,3,4,3,4,3,5,3,5,3,5,4,3,4,5,3,3,3,5,2,3,5,4,5,4,4,5,5,5,4,3,4
ST199,Female,20,Information Technology,3,Can Tho,6.86,5.4,5,5,1,4,3,5,4,4,4,4,4,2,3,2,1,5,3,4,5,5,5,5,4,4,4,5,4,5,4,4,4,4,4
ST200,Female,19,Logistics,2,Ha Noi,7.28,5.9,2,3,1,4,3,3,4,2,4,3,5,3,3,3,3,3,4,3,3,4,4,4,4,3,3,3,2,5,5,4,4,4,4
ST201,Female,18,Hospitality,2,Ha Noi,6.39,7.3,1,2,3,5,4,4,4,3,3,5,3,5,5,5,4,3,3,3,2,4,3,5,5,4,4,4,4,5,5,5,2,3,4
ST202,Female,21,Business Administration,2,Ha Noi,7.49,4.6,3,4,2,4,4,5,5,5,4,4,4,2,4,3,3,4,3,3,4,3,3,3,4,4,5,5,5,5,4,5,3,4,4
ST203,Male,21,Digital Marketing,1,Ho Chi Minh,7.33,5,4,3,2,2,3,3,2,3,2,2,4,2,2,3,3,5,5,5,5,4,3,3,3,3,4,4,4,4,5,5,4,5,4
ST204,Female,19,Logistics,2,Da Nang,6.32,6.8,2,1,1,2,3,3,3,3,4,3,4,4,3,4,4,4,4,3,3,2,2,4,4,5,5,3,4,4,5,4,4,4,5
ST205,Male,23,Business Administration,3,Can Tho,6.55,6.8,1,2,0,3,5,4,4,4,3,4,3,4,4,4,3,3,3,3,2,3,4,3,4,4,3,4,4,5,5,4,4,2,3
ST206,Female,21,Information Technology,3,Ha Noi,7.07,7.3,2,2,1,4,4,4,4,3,3,2,4,3,3,3,4,2,2,2,2,4,3,3,3,5,5,4,5,5,4,5,4,5,4
ST207,Female,20,Graphic Design,2,Ha Noi,8.48,4.5,4,3,3,5,4,4,5,4,5,4,4,2,4,3,3,3,2,2,3,5,4,4,5,4,4,3,5,5,5,4,5,4,5
ST208,Male,21,Information Technology,2,Ha Noi,6.55,6.1,1,1,1,4,4,3,5,4,3,2,3,2,4,3,2,2,2,3,3,3,4,3,1,5,4,4,4,4,5,5,3,3,4
ST209,Female,19,Graphic Design,1,Can Tho,7.51,7.5,5,1,5,4,4,4,3,5,3,2,4,3,2,4,4,1,3,2,3,3,3,3,4,5,4,5,5,5,4,4,4,5,5
ST210,Male,24,Information Technology,3,Ha Noi,8.72,6,4,5,5,4,4,4,4,2,3,1,3,4,2,3,3,4,3,4,3,4,5,5,5,5,2,4,4,5,5,5,4,5,5
ST211,Female,18,Digital Marketing,2,Ha Noi,8.08,4.4,4,4,0,4,4,4,3,5,4,4,4,4,4,3,4,5,5,5,5,4,2,3,4,4,5,4,4,5,5,5,4,5,3
ST212,Male,22,Business Administration,2,Ho Chi Minh,5.92,6.7,5,1,0,3,4,5,4,2,3,4,4,5,3,2,3,1,2,1,1,2,1,2,1,3,4,4,4,4,4,4,5,3,5
ST213,Male,22,Hospitality,2,Da Nang,6.52,8.1,2,1,2,4,4,3,4,3,4,2,4,3,3,4,2,3,3,1,3,4,2,4,3,4,4,3,4,4,4,3,3,4,4
ST214,Male,20,Hospitality,2,Ho Chi Minh,6.6,2.4,1,4,2,4,4,2,2,5,5,5,5,4,3,4,4,3,3,5,4,5,5,5,5,4,3,4,5,5,5,5,4,5,4
ST215,Female,21,Logistics,1,Ha Noi,7.23,2.7,5,4,1,4,3,4,3,4,3,3,3,2,2,2,3,4,4,3,4,5,5,5,5,5,3,4,3,4,5,5,4,5,5
ST216,Female,22,Business Administration,3,Ha Noi,7.88,5.6,5,3,1,5,5,5,3,2,4,3,3,2,2,3,3,3,3,4,2,3,4,4,3,4,3,3,5,5,5,5,5,5,5
ST217,Female,22,Digital Marketing,1,Ha Noi,9.61,4.6,5,1,1,4,5,4,5,4,5,5,4,4,3,4,4,3,3,4,3,3,4,5,3,5,5,5,4,5,5,5,5,4,4
ST218,Female,19,Information Technology,3,Da Nang,7.02,7.2,4,3,1,5,4,4,5,3,3,2,3,3,2,4,3,3,3,4,3,3,4,4,3,3,3,4,4,5,5,5,3,4,5
ST219,Female,18,Logistics,3,Ho Chi Minh,6.33,5,1,3,1,4,4,4,4,4,5,5,4,3,2,3,3,3,2,3,2,3,3,2,2,3,4,4,4,5,5,5,5,4,5
ST220,Female,18,Graphic Design,2,Da Nang,8.26,4.9,1,5,1,4,5,5,3,3,3,4,3,2,3,3,3,3,3,4,4,4,5,5,4,4,3,4,5,5,5,5,4,4,3
ST221,Male,19,Information Technology,3,Ho Chi Minh,7.96,4.2,3,2,4,3,3,3,3,3,4,4,3,3,3,3,4,4,3,3,3,3,3,3,5,4,3,2,3,5,5,5,4,3,4
ST222,Female,18,Hospitality,1,Da Nang,6.58,7.5,4,3,4,4,5,3,5,4,5,5,4,5,3,2,3,3,3,4,2,4,3,4,3,5,5,4,4,4,4,5,2,4,4
ST223,Female,22,Hospitality,3,Da Nang,7.39,5.5,1,3,5,3,4,5,5,3,3,3,3,2,4,4,3,4,4,3,4,5,3,4,5,5,4,3,4,4,5,4,4,4,2
ST224,Female,20,Hospitality,2,Can Tho,7.16,5.8,4,2,5,4,4,5,5,3,5,3,4,4,4,3,3,4,2,3,3,5,5,4,5,3,3,4,4,4,4,5,3,3,3
ST225,Female,21,Hospitality,1,Da Nang,9.41,7.3,5,1,3,4,4,5,5,4,2,4,4,2,3,1,2,3,3,3,3,4,3,4,4,4,2,3,2,5,5,5,4,3,4
ST226,Male,19,Hospitality,1,Ho Chi Minh,8.01,4.2,1,5,5,4,4,4,3,4,4,4,3,3,2,1,1,3,4,4,3,4,5,5,5,4,5,5,5,4,5,5,3,4,5
ST227,Male,24,Logistics,3,Ha Noi,6.29,6.8,5,4,3,5,5,5,4,5,3,4,4,5,4,5,5,4,4,4,2,5,5,5,5,5,4,5,5,5,5,4,4,4,3
ST228,Male,22,Digital Marketing,3,Can Tho,6.35,5.5,5,3,2,5,5,4,3,3,4,5,4,4,4,3,3,4,4,4,3,4,4,4,5,4,5,4,5,5,5,5,4,5,5
ST229,Male,23,Digital Marketing,1,Ho Chi Minh,6.78,5.7,2,3,3,4,4,3,3,3,3,4,4,4,2,3,4,5,4,4,4,5,5,5,3,5,4,4,4,5,5,4,5,5,4
ST230,Female,20,Graphic Design,2,Can Tho,6.96,4.2,4,1,4,4,2,3,3,5,3,4,4,4,3,3,4,3,1,1,5,3,3,3,3,5,5,5,5,4,5,5,5,4,5
ST231,Female,18,Information Technology,2,Da Nang,5.88,4,5,2,1,4,3,5,4,3,4,4,4,2,4,3,3,4,2,3,5,3,2,3,3,4,3,4,3,3,3,5,5,4,5
ST232,Female,22,Digital Marketing,2,Ha Noi,8.36,4.6,1,1,4,5,3,3,3,3,5,2,4,4,3,3,4,3,2,2,1,3,3,3,4,3,4,4,4,3,4,4,3,3,4
ST233,Male,19,Information Technology,2,Da Nang,7.31,3.8,4,3,2,4,4,3,2,5,4,4,5,2,4,3,3,4,2,2,4,5,5,5,5,4,4,5,4,5,5,5,4,4,4
ST234,Male,21,Information Technology,1,Ho Chi Minh,7.36,4.6,3,4,1,4,4,4,4,3,5,3,3,2,4,3,2,4,4,5,5,4,4,4,4,4,4,4,5,4,5,4,3,4,5
ST235,Male,20,Information Technology,2,Ha Noi,7.45,4.3,3,2,5,3,4,2,3,4,2,4,3,3,3,3,4,3,5,2,5,4,3,4,3,4,3,4,4,4,4,5,3,3,5
ST236,Male,19,Business Administration,3,Ho Chi Minh,7.57,5.3,2,1,2,5,3,4,3,3,3,3,4,2,3,4,2,3,1,3,3,4,3,4,3,3,5,5,5,5,4,5,4,3,5
ST237,Female,20,Information Technology,1,Ha Noi,8.11,6.8,2,1,3,5,5,5,4,3,4,5,3,3,3,2,2,4,4,2,4,4,4,3,3,5,5,4,5,4,5,5,5,5,5
ST238,Male,19,Digital Marketing,1,Ha Noi,7.93,7.9,3,2,3,3,5,5,4,5,3,2,3,3,3,3,2,2,2,1,3,2,4,2,2,5,4,4,3,5,5,4,4,3,4
ST239,Male,23,Hospitality,2,Ho Chi Minh,6.95,4.5,3,3,5,5,4,5,4,4,5,5,4,4,3,2,4,3,3,4,4,5,5,5,4,5,4,4,5,5,5,5,4,4,4
ST240,Female,19,Logistics,1,Can Tho,7.89,2.9,4,1,0,5,4,5,4,3,2,4,4,1,3,2,3,4,1,2,3,4,4,4,5,5,5,5,4,5,4,5,5,5,4
ST241,Male,20,Information Technology,2,Ho Chi Minh,7.84,4.2,4,4,2,3,3,2,2,3,2,3,3,2,1,2,3,4,5,4,5,3,3,3,4,2,3,4,3,5,4,4,5,4,4
ST242,Female,19,Hospitality,2,Can Tho,7.52,7.1,5,4,2,4,3,3,4,3,4,5,4,2,3,3,3,2,3,3,5,4,3,4,4,4,5,5,4,4,5,4,4,4,3
ST243,Female,23,Information Technology,1,Da Nang,8.01,0.5,2,5,1,3,5,5,3,4,2,2,5,2,2,3,3,5,5,5,4,5,4,4,3,4,4,5,4,4,5,5,3,4,4
ST244,Male,19,Hospitality,2,Ha Noi,8.11,5.1,1,4,1,4,5,5,5,5,3,5,3,4,4,3,5,4,2,3,2,5,4,4,5,3,5,3,4,5,5,5,4,3,4
ST245,Female,23,Digital Marketing,2,Ha Noi,6.36,3.3,2,1,2,3,3,4,2,2,3,4,4,3,2,5,3,3,2,2,4,3,4,4,4,4,2,3,3,3,5,5,4,3,3
ST246,Male,20,Digital Marketing,2,Ho Chi Minh,5.95,3.7,3,2,5,3,4,2,4,4,3,5,4,4,5,3,4,4,2,4,3,5,4,3,5,4,3,5,5,4,4,4,4,3,5
ST247,Female,19,Business Administration,2,Can Tho,6.06,3.4,1,3,1,2,2,3,2,5,3,5,5,2,4,3,1,5,5,5,4,1,2,3,3,5,3,3,3,4,4,4,3,4,4
ST248,Male,21,Business Administration,2,Da Nang,7.09,10.1,2,4,5,4,3,4,2,4,4,5,5,2,1,2,3,4,4,4,4,5,5,5,4,4,4,3,5,5,5,5,5,5,4
ST249,Female,24,Hospitality,1,Da Nang,6.64,1.2,5,4,2,4,4,5,4,2,3,3,5,3,3,2,4,3,4,4,4,4,4,4,5,4,5,5,4,5,5,5,5,3,3
ST250,Male,21,Graphic Design,3,Ho Chi Minh,6.89,6.1,3,3,5,4,4,3,5,2,3,5,3,3,4,3,4,3,3,2,2,4,5,5,4,3,4,4,3,4,5,5,4,5,4
ST251,Female,24,Graphic Design,2,Can Tho,6.51,8.6,2,4,1,4,3,3,5,4,4,4,4,2,2,3,1,5,4,5,5,5,5,4,5,3,5,5,4,5,5,5,4,5,5
ST252,Female,23,Business Administration,1,Da Nang,6.72,2.8,2,1,3,5,5,5,3,5,5,3,4,4,2,3,4,2,3,2,3,4,5,4,4,5,5,5,5,4,4,5,3,3,4
ST253,Female,20,Digital Marketing,3,Ho Chi Minh,8.58,5.6,4,1,3,4,5,4,3,5,4,4,4,4,4,3,3,5,3,4,3,3,4,3,4,4,5,4,5,5,5,4,5,3,4
ST254,Male,22,Digital Marketing,2,Can Tho,6.85,5.3,3,2,4,5,4,4,4,4,4,4,4,2,3,3,2,3,5,3,5,4,5,5,4,3,4,3,4,5,4,5,3,4,5
ST255,Male,23,Information Technology,1,Can Tho,7.52,7.5,4,3,1,3,3,3,4,3,3,3,2,2,3,3,3,2,3,3,4,5,5,4,4,5,4,3,4,4,4,4,4,3,3
ST256,Male,23,Digital Marketing,3,Da Nang,8.12,1.3,4,5,1,3,5,4,5,3,3,4,4,2,3,3,3,4,3,4,4,4,5,3,5,5,5,5,5,4,5,5,5,5,5
ST257,Male,24,Information Technology,2,Da Nang,7.7,4.7,2,5,0,4,5,5,4,4,4,5,4,3,2,4,3,4,3,5,3,5,4,4,2,5,5,4,5,4,4,5,2,3,3
ST258,Female,23,Logistics,2,Da Nang,7.81,6.8,3,1,2,3,3,4,4,4,3,2,2,5,2,5,3,4,3,3,5,4,4,2,3,4,3,3,3,3,4,4,5,4,4
ST259,Male,18,Hospitality,1,Ha Noi,7.57,6.8,4,5,2,5,5,3,5,3,5,3,5,4,3,4,2,3,3,3,3,5,3,4,5,4,4,5,4,5,4,5,4,3,3
ST260,Male,22,Information Technology,3,Ha Noi,7.19,7.3,5,3,3,5,4,5,4,4,4,4,4,4,4,4,3,5,5,5,5,4,5,5,5,5,4,2,4,5,5,5,2,4,2
ST261,Female,22,Graphic Design,1,Ha Noi,6.73,6.6,1,4,4,4,3,3,3,2,2,2,4,3,3,3,1,5,4,3,4,3,4,3,4,5,4,4,4,5,4,4,4,4,5
ST262,Male,23,Digital Marketing,1,Ho Chi Minh,7.33,1.6,2,1,3,5,4,5,4,3,4,3,3,4,2,4,2,3,5,4,4,4,4,5,3,5,4,4,3,5,5,5,4,3,5
ST263,Female,22,Hospitality,2,Ho Chi Minh,6.89,3.7,2,5,2,2,4,3,3,5,4,4,5,3,3,3,4,5,4,5,5,5,5,5,5,4,5,5,5,5,4,4,4,4,4
ST264,Male,20,Digital Marketing,2,Can Tho,7.79,3.9,1,5,3,5,4,5,4,5,5,4,3,2,1,1,1,4,5,4,3,4,4,4,4,3,5,3,4,4,5,5,4,5,5
ST265,Female,23,Digital Marketing,3,Ha Noi,7.28,7.4,5,5,3,5,4,4,3,4,5,4,4,1,1,3,1,4,4,4,4,5,4,3,5,4,4,4,4,5,4,4,4,5,3
ST266,Male,22,Hospitality,1,Can Tho,7.89,7.1,4,2,2,5,5,5,5,2,4,4,2,4,3,3,3,3,4,3,4,5,4,4,5,5,4,5,5,5,5,5,4,4,4
ST267,Female,21,Graphic Design,2,Can Tho,7.38,5.7,1,2,0,4,4,4,4,3,3,2,1,2,1,3,1,4,3,3,4,2,2,3,2,3,3,5,2,5,4,5,5,5,5
ST268,Female,21,Logistics,3,Da Nang,7.4,6.6,3,2,1,3,4,4,4,4,3,4,4,3,4,3,3,4,3,4,3,2,4,1,4,4,5,4,3,4,4,4,3,3,4
ST269,Male,24,Business Administration,2,Da Nang,7.58,5.4,4,1,0,3,4,3,2,4,5,4,4,3,2,3,2,4,5,5,4,3,2,3,3,4,4,5,5,5,5,4,5,3,5
ST270,Female,22,Graphic Design,3,Ha Noi,5.98,3.7,5,5,2,5,3,4,5,3,3,4,4,4,5,3,4,5,4,4,4,5,4,5,5,5,5,4,5,5,5,5,4,5,5
ST271,Male,19,Business Administration,3,Ho Chi Minh,7.02,1.1,2,3,5,4,5,5,4,4,2,4,3,4,3,2,4,4,3,4,5,4,4,4,4,4,3,5,4,5,5,5,2,3,3
ST272,Male,21,Hospitality,3,Ha Noi,7.3,2.3,1,5,3,3,4,4,3,4,5,4,3,4,4,3,4,4,4,3,4,4,5,5,4,4,3,4,3,5,5,5,4,4,4
ST273,Male,22,Logistics,3,Can Tho,6.81,8.6,5,2,1,4,5,5,4,3,5,3,2,4,3,4,4,4,2,3,2,3,3,4,2,2,4,4,3,5,5,4,2,3,3
ST274,Male,22,Information Technology,2,Ha Noi,6.93,6.2,2,5,2,4,4,2,4,3,2,2,3,2,2,1,2,4,3,3,5,5,5,5,5,4,4,4,5,5,4,5,5,5,5
ST275,Male,19,Information Technology,1,Ha Noi,8.17,4.6,5,1,0,4,4,4,3,5,4,5,4,1,2,3,3,3,4,3,3,2,2,4,2,5,4,4,4,3,4,4,5,4,5
ST276,Female,24,Logistics,3,Can Tho,7.76,6.4,4,1,0,3,4,2,2,5,4,4,4,3,4,3,3,3,4,3,3,5,4,3,4,5,4,4,5,5,4,4,4,5,4
ST277,Male,22,Logistics,1,Can Tho,7.23,5.5,3,3,1,4,5,4,5,4,4,4,5,2,3,3,3,4,4,2,3,5,5,3,4,5,5,5,5,5,5,5,4,5,4
ST278,Male,23,Information Technology,2,Da Nang,7.18,5.9,5,4,1,4,3,4,4,3,3,3,3,1,1,1,2,3,3,3,4,3,4,5,5,4,5,4,4,5,4,5,5,2,4
